course_display_name,numCorrect,numIncorrect,answer,resource_display_name,module_id
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ConditionforHitogramEqualization,i4x://Engineering/EE368/problem/7cd2e80f4d054ffbb6731b3d0e7cf84b
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramEqualization,i4x://Engineering/EE368/problem/6dbdf0fa21154fc894fed6eddf2b9ee3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HitogramEqualizationExample,i4x://Engineering/EE368/problem/2c22bb880d3845f0befce0eef4c1a5e8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,HitogramBin,i4x://Engineering/EE368/problem/2247c8c89e6b4829aa702f3642682fd8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,Contrat-limitedAdaptiveHitogramEqualization,i4x://Engineering/EE368/problem/763e5fbfd94c4e0384ec26b3777b0471
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ComputationalDemand,i4x://Engineering/EE368/problem/c7aee32859c94a1cb31fe3dc363fba63
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HumanBrightnePerception,i4x://Engineering/EE368/problem/0d747126a0cc42caaf5f2e3c47129ba7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ViibilityThrehold,i4x://Engineering/EE368/problem/487b84364e9640e7a0512de5abf701b3
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,ViibilityThrehold,i4x://Engineering/EE368/problem/487b84364e9640e7a0512de5abf701b3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HumanBrightnePerception,i4x://Engineering/EE368/problem/0d747126a0cc42caaf5f2e3c47129ba7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,GammaNonlinearitie,i4x://Engineering/EE368/problem/3b9b7f03d0a243e595947d0110431df9
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,CameraPre-ditortion,i4x://Engineering/EE368/problem/b7ee70c99ac64c078931edbd68d7a441
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,Gammacaling,i4x://Engineering/EE368/problem/69aedcf5fb8e4ee88565451ac2d32a5d
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,ContratAdjutment,i4x://Engineering/EE368/problem/123b5adc3e20476bbbb021b48af2c7f2
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ImageAlignment,i4x://Engineering/EE368/problem/4f893a93d86b4895a15c6777a03437d7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,High-dynamicRange,i4x://Engineering/EE368/problem/e7d878b918f54cb4bb9c019f15bdd711
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,ImageAveraging,i4x://Engineering/EE368/problem/c8e20062ec7d4bd8b5cabea10bd0c139
Engineering/EE368/Digital_Image_Proceing,3,0,2,3,1,HitogramMatching,i4x://Engineering/EE368/problem/80736bc404d64944a797b16de4ddc1d3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramBaic,i4x://Engineering/EE368/problem/bf06b296ce5a44289570aa3b081d30dd
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ConditionforHitogramEqualization,i4x://Engineering/EE368/problem/7cd2e80f4d054ffbb6731b3d0e7cf84b
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramEqualization,i4x://Engineering/EE368/problem/6dbdf0fa21154fc894fed6eddf2b9ee3
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,HitogramEqualizationExample,i4x://Engineering/EE368/problem/2c22bb880d3845f0befce0eef4c1a5e8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,HitogramBin,i4x://Engineering/EE368/problem/2247c8c89e6b4829aa702f3642682fd8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,Contrat-limitedAdaptiveHitogramEqualization,i4x://Engineering/EE368/problem/763e5fbfd94c4e0384ec26b3777b0471
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ComputationalDemand,i4x://Engineering/EE368/problem/c7aee32859c94a1cb31fe3dc363fba63
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ViibilityThrehold,i4x://Engineering/EE368/problem/487b84364e9640e7a0512de5abf701b3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HumanBrightnePerception,i4x://Engineering/EE368/problem/0d747126a0cc42caaf5f2e3c47129ba7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,GammaNonlinearitie,i4x://Engineering/EE368/problem/3b9b7f03d0a243e595947d0110431df9
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,CameraPre-ditortion,i4x://Engineering/EE368/problem/b7ee70c99ac64c078931edbd68d7a441
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,Gammacaling,i4x://Engineering/EE368/problem/69aedcf5fb8e4ee88565451ac2d32a5d
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,ContratAdjutment,i4x://Engineering/EE368/problem/123b5adc3e20476bbbb021b48af2c7f2
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ImageAlignment,i4x://Engineering/EE368/problem/4f893a93d86b4895a15c6777a03437d7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,High-dynamicRange,i4x://Engineering/EE368/problem/e7d878b918f54cb4bb9c019f15bdd711
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,ImageAveraging,i4x://Engineering/EE368/problem/c8e20062ec7d4bd8b5cabea10bd0c139
Engineering/EE368/Digital_Image_Proceing,3,0,2,3,1,HitogramMatching,i4x://Engineering/EE368/problem/80736bc404d64944a797b16de4ddc1d3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramBaic,i4x://Engineering/EE368/problem/bf06b296ce5a44289570aa3b081d30dd
Engineering/EE368/Digital_Image_Proceing,0,1,choice_3,ConditionforHitogramEqualization,i4x://Engineering/EE368/problem/7cd2e80f4d054ffbb6731b3d0e7cf84b
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,HitogramEqualization,i4x://Engineering/EE368/problem/6dbdf0fa21154fc894fed6eddf2b9ee3
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,HitogramEqualizationExample,i4x://Engineering/EE368/problem/2c22bb880d3845f0befce0eef4c1a5e8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_0,HitogramBin,i4x://Engineering/EE368/problem/2247c8c89e6b4829aa702f3642682fd8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,Contrat-limitedAdaptiveHitogramEqualization,i4x://Engineering/EE368/problem/763e5fbfd94c4e0384ec26b3777b0471
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ComputationalDemand,i4x://Engineering/EE368/problem/c7aee32859c94a1cb31fe3dc363fba63
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ViibilityThrehold,i4x://Engineering/EE368/problem/487b84364e9640e7a0512de5abf701b3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HumanBrightnePerception,i4x://Engineering/EE368/problem/0d747126a0cc42caaf5f2e3c47129ba7
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,GammaNonlinearitie,i4x://Engineering/EE368/problem/3b9b7f03d0a243e595947d0110431df9
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,CameraPre-ditortion,i4x://Engineering/EE368/problem/b7ee70c99ac64c078931edbd68d7a441
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,Gammacaling,i4x://Engineering/EE368/problem/69aedcf5fb8e4ee88565451ac2d32a5d
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,ContratAdjutment,i4x://Engineering/EE368/problem/123b5adc3e20476bbbb021b48af2c7f2
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ImageAlignment,i4x://Engineering/EE368/problem/4f893a93d86b4895a15c6777a03437d7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,High-dynamicRange,i4x://Engineering/EE368/problem/e7d878b918f54cb4bb9c019f15bdd711
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ImageAveraging,i4x://Engineering/EE368/problem/c8e20062ec7d4bd8b5cabea10bd0c139
Engineering/EE368/Digital_Image_Proceing,3,0,2,3,1,HitogramMatching,i4x://Engineering/EE368/problem/80736bc404d64944a797b16de4ddc1d3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramBaic,i4x://Engineering/EE368/problem/bf06b296ce5a44289570aa3b081d30dd
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ConditionforHitogramEqualization,i4x://Engineering/EE368/problem/7cd2e80f4d054ffbb6731b3d0e7cf84b
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramEqualization,i4x://Engineering/EE368/problem/6dbdf0fa21154fc894fed6eddf2b9ee3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HitogramEqualizationExample,i4x://Engineering/EE368/problem/2c22bb880d3845f0befce0eef4c1a5e8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_0,HitogramBin,i4x://Engineering/EE368/problem/2247c8c89e6b4829aa702f3642682fd8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,Contrat-limitedAdaptiveHitogramEqualization,i4x://Engineering/EE368/problem/763e5fbfd94c4e0384ec26b3777b0471
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ComputationalDemand,i4x://Engineering/EE368/problem/c7aee32859c94a1cb31fe3dc363fba63
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HumanBrightnePerception,i4x://Engineering/EE368/problem/0d747126a0cc42caaf5f2e3c47129ba7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ViibilityThrehold,i4x://Engineering/EE368/problem/487b84364e9640e7a0512de5abf701b3
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,CameraPre-ditortion,i4x://Engineering/EE368/problem/b7ee70c99ac64c078931edbd68d7a441
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,GammaNonlinearitie,i4x://Engineering/EE368/problem/3b9b7f03d0a243e595947d0110431df9
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,ContratAdjutment,i4x://Engineering/EE368/problem/123b5adc3e20476bbbb021b48af2c7f2
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,Gammacaling,i4x://Engineering/EE368/problem/69aedcf5fb8e4ee88565451ac2d32a5d
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ImageAveraging,i4x://Engineering/EE368/problem/c8e20062ec7d4bd8b5cabea10bd0c139
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,High-dynamicRange,i4x://Engineering/EE368/problem/e7d878b918f54cb4bb9c019f15bdd711
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ImageAlignment,i4x://Engineering/EE368/problem/4f893a93d86b4895a15c6777a03437d7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramBaic,i4x://Engineering/EE368/problem/bf06b296ce5a44289570aa3b081d30dd
Engineering/EE368/Digital_Image_Proceing,3,0,2,3,1,HitogramMatching,i4x://Engineering/EE368/problem/80736bc404d64944a797b16de4ddc1d3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,CameraPre-ditortion,i4x://Engineering/EE368/problem/b7ee70c99ac64c078931edbd68d7a441
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,GammaNonlinearitie,i4x://Engineering/EE368/problem/3b9b7f03d0a243e595947d0110431df9
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,ContratAdjutment,i4x://Engineering/EE368/problem/123b5adc3e20476bbbb021b48af2c7f2
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,Gammacaling,i4x://Engineering/EE368/problem/69aedcf5fb8e4ee88565451ac2d32a5d
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ImageAveraging,i4x://Engineering/EE368/problem/c8e20062ec7d4bd8b5cabea10bd0c139
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,High-dynamicRange,i4x://Engineering/EE368/problem/e7d878b918f54cb4bb9c019f15bdd711
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ImageAlignment,i4x://Engineering/EE368/problem/4f893a93d86b4895a15c6777a03437d7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramBaic,i4x://Engineering/EE368/problem/bf06b296ce5a44289570aa3b081d30dd
Engineering/EE368/Digital_Image_Proceing,3,0,2,3,1,HitogramMatching,i4x://Engineering/EE368/problem/80736bc404d64944a797b16de4ddc1d3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ViibilityThrehold,i4x://Engineering/EE368/problem/487b84364e9640e7a0512de5abf701b3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HumanBrightnePerception,i4x://Engineering/EE368/problem/0d747126a0cc42caaf5f2e3c47129ba7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,GammaNonlinearitie,i4x://Engineering/EE368/problem/3b9b7f03d0a243e595947d0110431df9
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,CameraPre-ditortion,i4x://Engineering/EE368/problem/b7ee70c99ac64c078931edbd68d7a441
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,Gammacaling,i4x://Engineering/EE368/problem/69aedcf5fb8e4ee88565451ac2d32a5d
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,ContratAdjutment,i4x://Engineering/EE368/problem/123b5adc3e20476bbbb021b48af2c7f2
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ImageAlignment,i4x://Engineering/EE368/problem/4f893a93d86b4895a15c6777a03437d7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,High-dynamicRange,i4x://Engineering/EE368/problem/e7d878b918f54cb4bb9c019f15bdd711
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,ImageAveraging,i4x://Engineering/EE368/problem/c8e20062ec7d4bd8b5cabea10bd0c139
Engineering/EE368/Digital_Image_Proceing,3,0,2,3,1,HitogramMatching,i4x://Engineering/EE368/problem/80736bc404d64944a797b16de4ddc1d3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramBaic,i4x://Engineering/EE368/problem/bf06b296ce5a44289570aa3b081d30dd
Engineering/EE368/Digital_Image_Proceing,0,1,choice_3,ConditionforHitogramEqualization,i4x://Engineering/EE368/problem/7cd2e80f4d054ffbb6731b3d0e7cf84b
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramEqualization,i4x://Engineering/EE368/problem/6dbdf0fa21154fc894fed6eddf2b9ee3
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,HitogramEqualizationExample,i4x://Engineering/EE368/problem/2c22bb880d3845f0befce0eef4c1a5e8
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramBin,i4x://Engineering/EE368/problem/2247c8c89e6b4829aa702f3642682fd8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,Contrat-limitedAdaptiveHitogramEqualization,i4x://Engineering/EE368/problem/763e5fbfd94c4e0384ec26b3777b0471
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ComputationalDemand,i4x://Engineering/EE368/problem/c7aee32859c94a1cb31fe3dc363fba63
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ViibilityThrehold,i4x://Engineering/EE368/problem/487b84364e9640e7a0512de5abf701b3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HumanBrightnePerception,i4x://Engineering/EE368/problem/0d747126a0cc42caaf5f2e3c47129ba7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,GammaNonlinearitie,i4x://Engineering/EE368/problem/3b9b7f03d0a243e595947d0110431df9
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,CameraPre-ditortion,i4x://Engineering/EE368/problem/b7ee70c99ac64c078931edbd68d7a441
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,Gammacaling,i4x://Engineering/EE368/problem/69aedcf5fb8e4ee88565451ac2d32a5d
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,ContratAdjutment,i4x://Engineering/EE368/problem/123b5adc3e20476bbbb021b48af2c7f2
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ImageAlignment,i4x://Engineering/EE368/problem/4f893a93d86b4895a15c6777a03437d7
Engineering/EE368/Digital_Image_Proceing,1,0,choice_3,High-dynamicRange,i4x://Engineering/EE368/problem/e7d878b918f54cb4bb9c019f15bdd711
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,ImageAveraging,i4x://Engineering/EE368/problem/c8e20062ec7d4bd8b5cabea10bd0c139
Engineering/EE368/Digital_Image_Proceing,3,0,2,3,1,HitogramMatching,i4x://Engineering/EE368/problem/80736bc404d64944a797b16de4ddc1d3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramBaic,i4x://Engineering/EE368/problem/bf06b296ce5a44289570aa3b081d30dd
Engineering/EE368/Digital_Image_Proceing,0,1,choice_3,ConditionforHitogramEqualization,i4x://Engineering/EE368/problem/7cd2e80f4d054ffbb6731b3d0e7cf84b
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,HitogramEqualization,i4x://Engineering/EE368/problem/6dbdf0fa21154fc894fed6eddf2b9ee3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HitogramEqualizationExample,i4x://Engineering/EE368/problem/2c22bb880d3845f0befce0eef4c1a5e8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,HitogramBin,i4x://Engineering/EE368/problem/2247c8c89e6b4829aa702f3642682fd8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,Contrat-limitedAdaptiveHitogramEqualization,i4x://Engineering/EE368/problem/763e5fbfd94c4e0384ec26b3777b0471
Engineering/EE368/Digital_Image_Proceing,1,0,choice_1,ComputationalDemand,i4x://Engineering/EE368/problem/c7aee32859c94a1cb31fe3dc363fba63
Engineering/EE368/Digital_Image_Proceing,0,1,choice_0,HitogramEqualization,i4x://Engineering/EE368/problem/6dbdf0fa21154fc894fed6eddf2b9ee3
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,ConditionforHitogramEqualization,i4x://Engineering/EE368/problem/7cd2e80f4d054ffbb6731b3d0e7cf84b
Engineering/EE368/Digital_Image_Proceing,0,1,choice_2,HitogramBin,i4x://Engineering/EE368/problem/2247c8c89e6b4829aa702f3642682fd8
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HitogramEqualizationExample,i4x://Engineering/EE368/problem/2c22bb880d3845f0befce0eef4c1a5e8
Engineering/EE368/Digital_Image_Proceing,0,1,choice_0,ComputationalDemand,i4x://Engineering/EE368/problem/c7aee32859c94a1cb31fe3dc363fba63
Engineering/EE368/Digital_Image_Proceing,0,1,choice_1,Contrat-limitedAdaptiveHitogramEqualization,i4x://Engineering/EE368/problem/763e5fbfd94c4e0384ec26b3777b0471
Engineering/EE368/Digital_Image_Proceing,1,0,choice_2,ViibilityThrehold,i4x://Engineering/EE368/problem/487b84364e9640e7a0512de5abf701b3
Engineering/EE368/Digital_Image_Proceing,1,0,choice_0,HumanBrightnePerception,i4x://Engineering/EE368/problem/0d747126a0cc42caaf5f2e3c47129ba7

